PLAYER,TEAM,GP,W,L,MP,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH, PTS PER TOUCH, ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH, PTS PER PAINT TOUCH,SEASON
Gerald Wallace,BOSTON CELTICS,58,19,39,24.4,5.1,37.3,23.5,1.5,2.38,1.28,0.138,0.4,1.9,1.7,0.32,0.366,0.911,2014
Giannis Antetokounmpo,MILWAUKEE BUCKS,76,14,62,24.7,6.9,42.9,25.3,1.6,2.27,1.31,0.16,1.0,0.5,2.4,0.324,0.139,0.772,2014
Gigi Datome,DETROIT PISTONS,34,9,25,7.0,2.4,10.0,6.7,0.3,1.62,0.72,0.245,0.2,0.2,0.5,0.0,0.857,0.824,2014
Glen Davis,LOS ANGELES CLIPPERS,68,30,38,24.4,9.4,37.3,24.6,1.1,1.77,0.51,0.253,2.6,3.7,3.7,0.412,0.52,0.737,2014
Glen Rice,WASHINGTON WIZARDS,11,2,9,9.9,2.9,17.5,13.0,0.6,2.18,1.34,0.166,0.5,0.2,0.3,0.333,0.0,0.667,2014
Goran Dragic,,76,45,31,35.1,20.3,78.2,31.7,6.9,5.29,5.3,0.259,1.3,0.3,1.6,0.47,0.32,0.484,2014
Gordon Hayward,UTAH JAZZ,77,23,54,36.4,16.2,71.2,52.6,3.8,3.23,2.55,0.228,1.9,1.1,1.6,0.338,0.31,0.583,2014
Gorgui Dieng,MINNESOTA TIMBERWOLVES,60,32,28,13.6,4.8,18.7,10.7,0.5,1.68,0.37,0.255,2.9,1.1,4.6,0.333,0.433,0.712,2014
Greg Monroe,DETROIT PISTONS,82,29,53,32.8,15.2,51.5,32.2,1.8,2.08,0.59,0.296,5.4,7.8,7.2,0.365,0.509,0.814,2014
Greg Oden,MIAMI HEAT,23,16,7,9.2,2.9,9.0,4.6,0.2,1.36,0.31,0.322,0.3,0.7,2.8,0.286,0.313,0.828,2014
Greg Smith,HOUSTON ROCKETS,11,7,4,9.1,3.5,10.4,4.5,0.2,1.28,0.26,0.333,0.8,0.7,2.5,1.333,0.25,1.111,2014
Greg Stiemsma,NEW ORLEANS PELICANS,55,21,34,18.3,2.9,28.3,11.2,0.7,1.56,0.26,0.102,2.8,0.3,3.1,0.11,0.235,0.663,2014
Greivis Vasquez,TORONTO RAPTORS,78,46,32,22.6,9.6,56.6,23.2,5.0,5.35,4.88,0.17,0.6,0.2,0.4,0.417,0.4,0.75,2014
Gustavo Ayon,ATLANTA HAWKS,25,12,13,16.8,4.3,33.3,18.0,0.8,1.37,0.32,0.13,2.7,0.7,4.9,0.25,0.235,0.492,2014
Hamady Ndiaye,SACRAMENTO KINGS,14,5,9,5.3,0.4,5.1,2.1,0.1,1.41,0.25,0.085,0.4,0.2,1.0,0.0,0.0,0.5,2014
Harrison Barnes,GOLDEN STATE WARRIORS,77,47,30,28.1,9.4,31.3,19.9,1.5,2.85,1.85,0.302,0.8,2.3,1.3,0.689,0.508,0.735,2014
Hasheem Thabeet,OKLAHOMA CITY THUNDER,23,18,5,8.4,1.2,6.7,3.3,0.2,1.71,0.34,0.174,0.4,0.3,1.0,0.444,0.571,0.591,2014
Hedo Turkoglu,LOS ANGELES CLIPPERS,38,27,11,10.3,3.0,20.1,10.5,0.7,1.94,0.84,0.151,0.5,0.4,0.4,0.556,0.533,0.5,2014
Henry Sims,PHILADELPHIA 76ERS,46,11,35,19.0,7.6,28.6,18.8,0.8,1.59,0.35,0.266,3.1,3.4,5.2,0.161,0.484,0.709,2014
Hilton Armstrong,GOLDEN STATE WARRIORS,15,12,3,6.4,1.7,7.9,4.4,0.2,1.57,0.4,0.212,0.8,0.6,2.3,0.333,0.222,0.265,2014
Hollis Thompson,PHILADELPHIA 76ERS,77,18,59,22.6,6.0,23.5,18.7,0.7,1.76,0.82,0.255,0.4,0.1,1.5,0.871,0.0,0.689,2014
Ian Clark,UTAH JAZZ,23,3,20,7.5,3.0,11.7,9.4,0.5,2.52,1.87,0.254,0.2,0.0,0.4,0.4,0.0,0.222,2014
Ian Mahinmi,INDIANA PACERS,77,51,26,16.2,3.5,16.3,9.1,0.4,1.36,0.25,0.216,1.1,0.4,3.4,0.244,0.788,0.711,2014
Iman Shumpert,NEW YORK KNICKS,74,36,38,26.5,6.7,33.1,20.2,1.4,2.45,1.69,0.202,0.5,0.1,1.2,0.412,0.0,0.489,2014
Isaiah Canaan,HOUSTON ROCKETS,22,14,8,11.5,4.6,24.1,10.2,1.5,3.81,3.79,0.191,0.2,0.0,0.2,0.0,0.0,0.4,2014
Isaiah Thomas,SACRAMENTO KINGS,71,26,45,34.7,20.4,84.5,29.1,8.4,5.98,6.11,0.241,1.2,0.0,0.9,0.631,0.0,0.587,2014
Ish Smith,,70,39,31,14.4,3.7,32.1,9.5,2.7,5.06,5.17,0.116,0.2,0.0,0.6,0.133,0.0,0.381,2014
J.J. Barea,MINNESOTA TIMBERWOLVES,79,40,39,18.6,8.4,47.2,19.2,4.0,5.03,5.26,0.177,0.4,0.1,0.5,0.276,0.5,0.472,2014
JJ Hickson,DENVER NUGGETS,69,31,38,26.9,11.8,44.6,24.5,1.2,1.66,0.53,0.265,4.8,3.2,8.7,0.502,0.538,0.707,2014
JJ Redick,LOS ANGELES CLIPPERS,35,24,11,28.2,15.2,39.4,33.7,1.2,1.82,1.13,0.386,1.3,0.1,0.7,0.727,0.0,0.538,2014
JR Smith,NEW YORK KNICKS,74,34,40,32.7,14.5,54.5,32.1,3.0,3.31,2.52,0.266,0.9,0.3,0.8,0.175,0.25,0.448,2014
JaVale McGee,DENVER NUGGETS,5,1,4,15.9,7.0,23.0,13.2,0.6,1.52,0.49,0.304,1.4,3.2,5.6,0.571,0.375,0.893,2014
Jae Crowder,DALLAS MAVERICKS,78,47,31,16.1,4.6,23.2,13.8,0.7,1.74,0.77,0.196,0.4,0.1,0.9,0.677,0.0,0.912,2014
Jamaal Franklin,MEMPHIS GRIZZLIES,21,11,10,7.7,1.9,8.4,5.5,0.3,2.47,1.94,0.22,0.1,0.0,0.3,2.0,0.0,0.857,2014
Jamaal Tinsley,UTAH JAZZ,8,0,8,13.8,1.1,39.1,16.0,2.5,3.91,3.64,0.029,0.3,0.1,0.3,0.0,0.0,1.0,2014
Jamal Crawford,LOS ANGELES CLIPPERS,69,47,22,30.4,18.6,50.7,33.2,2.9,3.39,2.76,0.367,1.3,0.2,0.8,0.341,0.071,0.862,2014
Jameer Nelson,ORLANDO MAGIC,68,21,47,32.0,12.1,71.7,28.7,6.4,5.36,5.22,0.168,1.1,0.0,0.9,0.325,0.0,0.483,2014
James Anderson,PHILADELPHIA 76ERS,80,19,61,28.9,10.1,31.7,25.2,1.1,2.12,1.31,0.32,0.8,0.0,1.7,0.475,0.0,0.782,2014
James Harden,HOUSTON ROCKETS,73,48,25,38.0,25.4,72.1,39.9,5.2,4.36,3.66,0.352,1.3,1.9,1.5,0.424,0.394,0.604,2014
James Johnson,MEMPHIS GRIZZLIES,52,33,19,18.4,7.4,27.9,19.8,1.2,2.6,1.77,0.265,0.9,0.6,2.2,0.592,0.533,0.804,2014
James Jones,MIAMI HEAT,20,15,5,11.8,4.9,14.9,10.0,0.4,1.44,0.29,0.326,0.3,0.0,0.3,0.0,0.0,0.333,2014
James Nunnally,PHILADELPHIA 76ERS,12,3,9,13.1,3.3,14.3,10.8,0.5,2.08,1.16,0.227,0.2,0.0,0.3,0.5,0.0,1.0,2014
James Southerland,NEW ORLEANS PELICANS,4,2,2,7.5,3.5,11.3,7.0,0.3,1.78,0.78,0.311,0.3,0.0,0.3,2.0,0.0,2.0,2014
Jan Vesely,DENVER NUGGETS,54,22,32,14.4,3.6,21.5,10.7,0.4,1.23,0.33,0.17,1.6,0.7,4.1,0.295,0.405,0.638,2014
Jannero Pargo,,29,15,14,8.3,4.7,22.1,7.5,2.0,5.38,5.36,0.212,0.1,0.0,0.1,0.0,0.0,0.0,2014
Jared Cunningham,SACRAMENTO KINGS,13,5,8,6.2,2.0,8.5,4.1,0.6,4.44,4.14,0.234,0.0,0.0,0.1,0.0,0.0,2.0,2014
Jared Dudley,LOS ANGELES CLIPPERS,74,51,23,23.4,6.9,28.3,21.9,0.7,1.46,0.51,0.244,0.6,0.2,0.7,0.426,0.462,0.717,2014
Jared Sullinger,BOSTON CELTICS,74,23,51,27.6,13.3,47.7,32.4,1.4,1.78,0.57,0.278,2.4,4.9,7.1,0.352,0.521,0.836,2014
Jarrett Jack,CLEVELAND CAVALIERS,80,32,48,28.2,9.5,57.1,25.9,4.3,4.57,4.11,0.166,0.6,0.1,0.3,0.25,0.0,0.55,2014
Jarvis Varnado,PHILADELPHIA 76ERS,24,5,19,14.1,4.1,19.8,11.5,0.5,1.41,0.28,0.208,1.6,1.4,2.8,0.553,0.265,0.75,2014
Jason Collins,,22,16,6,7.8,1.1,8.3,4.7,0.2,1.54,0.31,0.137,1.6,0.3,0.9,0.0,0.333,0.632,2014
Jason Maxiell,ORLANDO MAGIC,34,7,27,14.4,3.2,16.6,7.9,0.4,1.29,0.31,0.193,1.1,1.2,2.8,0.324,0.78,0.628,2014
Jason Smith,NEW ORLEANS PELICANS,31,11,20,26.8,9.7,48.2,22.9,1.1,1.43,0.25,0.202,3.2,0.4,2.6,0.29,0.615,0.753,2014
Jason Terry,,34,16,18,16.0,4.5,22.7,15.3,1.0,2.52,1.86,0.199,0.1,0.0,0.2,0.0,0.0,0.0,2014
Jason Thompson,SACRAMENTO KINGS,81,28,53,24.4,7.1,35.8,17.5,1.0,1.59,0.43,0.199,2.7,3.2,4.9,0.307,0.543,0.799,2014
Jeff Adrien,MILWAUKEE BUCKS,53,17,36,18.1,6.8,26.7,15.7,0.8,1.71,0.51,0.256,2.3,1.4,5.3,0.361,0.583,0.835,2014
Jeff Ayres,SAN ANTONIO SPURS,73,55,18,13.0,3.3,20.8,11.1,0.5,1.46,0.29,0.158,1.8,1.0,3.3,0.292,0.197,0.737,2014
Jeff Green,BOSTON CELTICS,82,25,57,34.2,16.9,50.7,37.0,2.2,2.59,1.49,0.333,0.9,3.1,1.9,0.527,0.561,0.929,2014
Jeff Teague,ATLANTA HAWKS,78,37,41,32.2,16.5,78.4,31.0,6.6,5.04,5.09,0.211,0.9,0.4,0.7,0.362,0.379,0.491,2014
Jeff Withey,NEW ORLEANS PELICANS,58,21,37,11.8,3.3,16.8,7.0,0.4,1.52,0.31,0.195,1.8,0.2,2.5,0.299,0.75,0.714,2014
Jeffery Taylor,,26,12,14,24.2,8.0,30.2,26.3,1.0,1.93,0.86,0.265,0.8,0.1,2.5,0.864,0.0,0.938,2014
Jeremy Evans,UTAH JAZZ,66,23,43,18.3,6.1,29.8,14.2,0.7,1.42,0.25,0.204,3.1,0.5,3.8,0.252,0.457,0.797,2014
Jeremy Lamb,OKLAHOMA CITY THUNDER,78,57,21,19.7,8.5,25.5,18.7,1.2,2.87,2.14,0.335,0.6,0.1,0.9,0.68,0.0,0.886,2014
Jeremy Lin,HOUSTON ROCKETS,71,48,23,28.9,12.5,58.1,26.5,4.0,4.09,3.62,0.216,0.6,0.1,0.6,0.512,0.0,0.522,2014
Jeremy Tyler,NEW YORK KNICKS,41,20,21,9.7,3.6,10.6,6.7,0.3,1.78,0.52,0.337,1.0,1.1,2.0,0.4,0.761,0.817,2014
Jermaine O'Neal,GOLDEN STATE WARRIORS,43,26,17,20.1,7.9,23.3,12.3,0.8,1.98,0.67,0.34,1.4,4.0,4.1,0.8,0.602,0.824,2014
Jerryd Bayless,BOSTON CELTICS,72,24,48,23.4,9.3,44.2,22.7,3.4,4.57,4.23,0.209,0.7,0.0,0.4,0.633,0.0,0.581,2014
Jimmer Fredette,CHICAGO BULLS,49,20,29,10.6,5.6,22.2,9.4,1.9,5.19,5.44,0.251,0.4,0.0,0.2,0.211,2.0,0.667,2014
Jimmy Butler,CHICAGO BULLS,67,43,24,38.7,13.1,50.7,39.1,2.1,2.48,1.4,0.259,1.1,1.8,3.5,0.608,0.459,0.766,2014
Joakim Noah,CHICAGO BULLS,80,48,32,35.2,12.6,82.7,45.3,2.5,1.81,0.6,0.152,7.9,2.4,8.8,0.283,0.295,0.682,2014
Jodie Meeks,LOS ANGELES LAKERS,77,25,52,33.2,15.7,43.4,31.8,1.7,2.29,1.84,0.362,0.8,0.0,1.1,0.813,0.0,0.872,2014
Joe Johnson,,78,42,36,32.6,15.6,46.1,33.7,2.5,3.21,2.66,0.338,1.1,4.7,1.6,0.341,0.411,0.488,2014
Joel Anthony,BOSTON CELTICS,33,16,17,5.6,0.8,5.5,2.8,0.2,1.8,0.51,0.156,0.5,0.1,1.0,0.533,0.0,0.424,2014
Joel Freeland,PORTLAND TRAIL BLAZERS,52,37,15,14.0,3.3,16.5,8.9,0.4,1.39,0.31,0.203,1.8,0.7,3.2,0.28,0.2,0.629,2014
John Henson,MILWAUKEE BUCKS,69,12,57,26.5,11.1,43.8,28.6,1.3,1.75,0.58,0.254,4.1,5.1,7.8,0.312,0.459,0.773,2014
John Jenkins,ATLANTA HAWKS,13,6,7,12.1,3.1,16.8,12.4,0.6,1.99,1.15,0.183,0.3,0.1,0.6,1.0,2.0,0.5,2014
John Lucas III,UTAH JAZZ,42,10,32,14.1,3.8,29.9,13.9,2.1,4.15,4.14,0.126,0.2,0.0,0.2,0.444,0.0,0.5,2014
John Salmons,TORONTO RAPTORS,77,46,31,22.1,5.2,27.2,21.7,1.2,2.56,1.78,0.191,0.5,0.1,0.4,0.325,0.2,0.485,2014
John Wall,WASHINGTON WIZARDS,81,44,37,36.4,19.3,96.8,31.9,8.6,5.34,5.06,0.199,0.5,0.0,0.8,0.524,0.0,0.627,2014
Jon Leuer,MEMPHIS GRIZZLIES,49,24,25,13.1,6.2,23.2,12.9,0.7,1.76,0.52,0.265,1.5,0.8,1.9,0.413,0.585,0.857,2014
Jonas Jerebko,DETROIT PISTONS,64,23,41,11.6,4.2,17.8,9.6,0.5,1.54,0.43,0.237,0.5,0.3,1.7,0.6,0.353,0.623,2014
Jonas Valanciunas,TORONTO RAPTORS,80,46,34,28.3,11.4,44.7,21.2,1.3,1.78,0.36,0.254,2.4,4.7,7.8,0.5,0.616,0.833,2014
Jordan Crawford,GOLDEN STATE WARRIORS,81,39,42,23.0,11.0,48.5,18.1,4.3,5.34,5.17,0.227,0.6,0.2,0.7,0.647,0.471,0.625,2014
Jordan Farmar,LOS ANGELES LAKERS,41,16,25,22.3,10.1,57.9,22.9,4.5,4.65,4.7,0.175,0.5,0.1,0.5,0.409,0.0,0.667,2014
Jordan Hamilton,HOUSTON ROCKETS,60,31,29,17.0,6.7,23.1,15.1,0.9,2.29,1.44,0.291,0.3,0.2,0.8,0.6,0.0,0.733,2014
Jordan Hill,LOS ANGELES LAKERS,72,24,48,20.8,9.7,34.7,18.1,1.0,1.78,0.45,0.279,2.7,2.4,6.5,0.513,0.686,0.872,2014
Jorge Gutierrez,,15,8,7,16.3,4.1,30.5,12.1,2.3,4.58,4.63,0.135,1.3,0.1,1.3,0.5,0.0,0.789,2014
Jose Calderon,DALLAS MAVERICKS,81,49,32,30.5,11.4,75.6,28.9,5.3,4.22,4.08,0.151,0.4,0.0,0.3,0.857,0.0,0.864,2014
Josh Childress,NEW ORLEANS PELICANS,4,2,2,6.0,0.0,6.0,2.5,0.2,2.05,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
Josh Harrellson,DETROIT PISTONS,32,12,20,9.9,2.9,12.5,6.8,0.3,1.48,0.37,0.232,0.8,0.1,1.4,0.407,0.0,0.886,2014
Josh McRoberts,,77,38,39,30.2,8.5,76.9,41.8,2.0,1.59,0.55,0.11,4.0,0.4,2.1,0.155,0.133,0.642,2014
Josh Powell,HOUSTON ROCKETS,1,0,1,19.4,4.0,20.0,13.0,0.5,1.46,0.2,0.2,1.0,0.0,1.0,0.0,0.0,0.0,2014
Josh Smith,DETROIT PISTONS,77,28,49,35.5,16.4,56.2,37.7,2.2,2.31,1.1,0.292,2.4,5.6,2.9,0.525,0.45,0.814,2014
Jrue Holiday,NEW ORLEANS PELICANS,34,15,19,33.6,14.3,81.7,27.5,7.1,5.2,5.12,0.175,1.3,0.7,1.4,0.409,0.333,0.63,2014
Julyan Stone,TORONTO RAPTORS,21,9,12,5.7,0.9,11.2,4.3,0.9,4.76,4.79,0.077,0.0,0.0,0.2,0.0,0.0,0.5,2014
Justin Hamilton,MIAMI HEAT,8,4,4,9.0,3.3,11.8,7.5,0.3,1.71,0.63,0.277,0.9,0.3,1.6,0.0,1.0,0.769,2014
Kawhi Leonard,SAN ANTONIO SPURS,66,54,12,29.1,12.8,41.1,28.3,1.7,2.49,1.61,0.311,0.8,1.3,2.7,0.648,0.742,0.715,2014
Keith Bogans,BOSTON CELTICS,6,1,5,9.2,2.0,10.3,8.2,0.4,2.15,0.79,0.194,0.0,0.0,0.0,0.0,0.0,0.0,2014
Kelly Olynyk,BOSTON CELTICS,70,18,52,20.0,8.7,37.0,21.3,0.9,1.52,0.42,0.235,2.3,0.8,4.0,0.366,0.508,0.735,2014
Kemba Walker,,72,37,35,35.8,17.7,98.8,36.3,8.1,4.94,4.92,0.179,1.0,0.1,0.8,0.378,1.0,0.673,2014
Kendall Marshall,LOS ANGELES LAKERS,54,14,40,29.0,8.0,75.2,26.8,5.4,4.29,4.08,0.106,0.2,0.1,0.5,0.333,0.0,0.52,2014
Kendrick Perkins,OKLAHOMA CITY THUNDER,62,48,14,19.5,3.4,28.7,13.0,0.8,1.77,0.43,0.119,2.0,0.8,2.9,0.32,0.385,0.615,2014
Kenneth Faried,DENVER NUGGETS,80,36,44,27.2,13.7,41.3,22.0,1.2,1.72,0.64,0.331,4.2,3.2,8.9,0.46,0.654,0.839,2014
Kent Bazemore,LOS ANGELES LAKERS,67,35,32,13.6,6.0,22.6,12.4,1.4,3.66,2.97,0.266,0.2,0.0,0.4,0.933,0.0,0.583,2014
Kentavious Caldwell-Pope,DETROIT PISTONS,80,28,52,19.8,5.9,22.6,14.9,0.7,1.81,1.0,0.26,0.5,0.0,1.0,0.953,0.5,0.916,2014
Kenyon Martin,NEW YORK KNICKS,32,13,19,19.8,4.3,26.0,16.6,0.8,1.87,0.29,0.165,2.8,0.6,2.7,0.178,0.0,0.931,2014
Kevin Durant,OKLAHOMA CITY THUNDER,81,58,23,38.5,32.0,68.8,44.7,3.9,3.43,2.42,0.465,3.0,3.7,2.5,0.555,0.675,1.029,2014
Kevin Garnett,,53,26,27,20.6,6.4,42.6,23.0,1.0,1.42,0.26,0.151,3.2,2.1,3.5,0.253,0.468,0.607,2014
Kevin Love,MINNESOTA TIMBERWOLVES,77,39,38,36.3,26.1,86.5,51.1,2.8,1.92,0.43,0.302,8.0,8.8,8.6,0.299,0.532,0.929,2014
Kevin Martin,MINNESOTA TIMBERWOLVES,68,32,36,32.0,19.1,46.8,36.0,2.0,2.57,1.59,0.408,1.5,1.0,1.5,0.687,0.768,0.99,2014
Kevin Seraphin,WASHINGTON WIZARDS,53,25,28,10.9,4.7,16.5,10.3,0.5,1.67,0.58,0.284,1.7,2.7,2.8,0.202,0.51,0.849,2014
Khris Middleton,MILWAUKEE BUCKS,81,15,66,30.1,12.1,45.8,32.5,1.6,2.11,1.27,0.265,1.9,0.6,1.4,0.368,0.426,0.623,2014
Kirk Hinrich,CHICAGO BULLS,73,45,28,29.0,9.1,67.5,28.7,5.7,5.07,5.14,0.135,0.3,0.0,0.4,0.476,0.667,0.406,2014
Klay Thompson,GOLDEN STATE WARRIORS,80,50,30,35.3,18.3,38.1,28.4,1.6,2.45,1.72,0.479,1.7,2.4,1.2,0.602,0.574,0.804,2014
Kobe Bryant,LOS ANGELES LAKERS,6,2,4,29.5,13.8,73.2,34.0,5.9,4.83,4.03,0.189,2.7,4.8,1.5,0.5,0.621,0.667,2014
Kosta Koufos,MEMPHIS GRIZZLIES,80,48,32,16.9,6.4,27.9,14.6,0.8,1.66,0.41,0.23,2.9,2.1,6.2,0.328,0.494,0.702,2014
Kris Humphries,BOSTON CELTICS,69,22,47,19.9,8.4,37.9,21.0,1.0,1.53,0.47,0.221,2.8,1.3,4.1,0.533,0.557,0.684,2014
Kyle Korver,ATLANTA HAWKS,70,37,33,34.0,12.1,45.1,34.8,1.2,1.54,0.58,0.269,0.7,0.1,0.5,0.32,0.0,0.595,2014
Kyle Lowry,TORONTO RAPTORS,78,44,34,36.3,18.0,89.7,36.9,7.5,5.0,4.91,0.201,0.6,0.1,1.6,0.489,0.364,0.5,2014
Kyle O'Quinn,ORLANDO MAGIC,69,20,49,17.2,6.2,31.2,18.3,0.9,1.7,0.33,0.2,2.7,1.0,3.1,0.378,0.638,0.703,2014
Kyle Singler,DETROIT PISTONS,82,29,53,28.5,9.6,34.9,21.5,1.0,1.79,0.82,0.274,1.0,0.3,2.7,0.628,0.391,0.747,2014
Kyrie Irving,CLEVELAND CAVALIERS,71,28,43,35.2,20.8,81.0,32.7,6.8,5.02,5.01,0.257,1.2,0.7,1.3,0.488,0.596,0.667,2014
LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,69,46,23,36.2,23.2,69.0,44.7,2.2,1.93,0.68,0.337,5.7,14.0,5.5,0.375,0.516,0.916,2014
Lance Stephenson,INDIANA PACERS,78,53,25,35.3,13.8,54.9,36.4,3.3,3.64,2.82,0.252,0.6,1.1,2.4,0.4,0.33,0.876,2014
Lance Thomas,NEW ORLEANS PELICANS,5,3,2,8.4,1.2,7.8,5.0,0.2,1.62,0.44,0.154,1.2,0.0,2.0,0.167,0.0,0.4,2014
Landry Fields,TORONTO RAPTORS,29,13,16,10.1,2.0,14.4,9.4,0.6,2.37,1.51,0.136,0.3,0.1,0.9,0.8,0.0,0.593,2014
Larry Sanders,MILWAUKEE BUCKS,22,3,19,25.6,7.9,40.0,22.6,1.1,1.65,0.49,0.198,2.8,2.0,7.0,0.213,0.302,0.778,2014
Lavoy Allen,INDIANA PACERS,65,18,47,16.5,4.7,31.5,17.6,0.8,1.46,0.26,0.148,2.3,2.1,4.4,0.2,0.319,0.604,2014
LeBron James,MIAMI HEAT,77,52,25,37.7,27.1,77.0,45.2,5.5,4.25,3.38,0.352,3.3,5.0,4.6,0.435,0.442,1.054,2014
Leandro Barbosa,,20,12,8,18.4,7.5,26.3,15.6,1.9,4.38,4.01,0.285,0.5,0.1,0.8,0.444,1.0,0.563,2014
Lorenzo Brown,PHILADELPHIA 76ERS,26,2,24,8.6,2.5,19.6,6.8,1.4,4.14,4.12,0.125,0.3,0.0,0.3,0.286,0.0,0.714,2014
Lou Amundson,CHICAGO BULLS,19,11,8,9.7,2.0,15.4,7.1,0.4,1.53,0.42,0.13,1.2,0.2,3.1,0.087,0.0,0.542,2014
Lou Williams,ATLANTA HAWKS,59,26,33,24.1,10.4,43.4,27.4,2.6,3.62,3.0,0.241,0.5,0.1,0.4,0.593,0.0,1.0,2014
Luc Mbah a Moute,MINNESOTA TIMBERWOLVES,64,31,33,15.7,3.5,16.9,11.3,0.5,1.72,0.64,0.207,0.9,0.5,1.7,0.182,0.367,0.829,2014
Luis Scola,INDIANA PACERS,82,56,26,17.1,7.6,35.4,20.7,0.9,1.48,0.39,0.216,2.3,1.9,2.7,0.433,0.355,0.729,2014
Luke Babbitt,NEW ORLEANS PELICANS,27,9,18,17.5,6.3,26.8,15.3,0.8,1.86,0.62,0.235,1.1,0.1,0.7,0.133,0.0,0.45,2014
Luke Ridnour,,60,21,39,18.8,5.0,41.4,18.0,3.3,4.83,5.17,0.122,0.7,0.0,0.5,0.154,0.0,0.37,2014
Luol Deng,CLEVELAND CAVALIERS,63,29,34,35.1,16.0,52.3,42.6,1.9,2.21,1.27,0.307,1.3,2.9,2.8,0.55,0.55,0.937,2014
Maalik Wayns,LOS ANGELES CLIPPERS,2,2,0,4.7,1.0,11.5,3.0,1.3,6.86,6.48,0.087,0.0,0.0,0.0,0.0,0.0,0.0,2014
Malcolm Thomas,UTAH JAZZ,8,2,6,7.8,1.9,15.5,7.1,0.4,1.6,0.4,0.121,0.9,1.4,1.3,0.286,0.0,0.6,2014
Manny Harris,LOS ANGELES LAKERS,9,2,7,20.0,8.1,25.6,16.7,1.4,3.28,2.83,0.317,0.2,0.2,1.1,0.0,0.0,0.2,2014
Manu Ginobili,SAN ANTONIO SPURS,68,52,16,22.8,12.3,43.3,31.7,2.2,3.1,2.27,0.285,1.0,0.1,1.1,0.677,0.571,0.961,2014
MarShon Brooks,LOS ANGELES LAKERS,35,13,22,9.0,4.5,13.7,8.4,0.8,3.63,2.83,0.331,0.1,0.2,0.6,0.4,1.0,0.7,2014
Marc Gasol,MEMPHIS GRIZZLIES,59,40,19,33.4,14.6,66.2,45.4,1.9,1.76,0.43,0.22,15.2,9.6,9.0,0.247,0.535,0.625,2014
Marcin Gortat,WASHINGTON WIZARDS,80,44,36,32.8,13.2,56.5,30.9,1.4,1.46,0.31,0.234,6.9,4.9,7.8,0.419,0.542,0.832,2014
Marco Belinelli,SAN ANTONIO SPURS,80,61,19,25.2,11.4,38.7,28.6,1.5,2.37,1.7,0.294,0.9,0.1,1.6,0.514,1.0,0.929,2014
Marcus Morris Sr.,,82,48,34,22.0,9.7,32.3,21.3,1.1,2.12,0.86,0.301,1.5,1.7,1.9,0.353,0.587,0.86,2014
Marcus Thornton,,71,33,38,24.1,9.6,27.7,18.6,1.2,2.68,2.13,0.347,1.1,0.2,1.3,0.56,1.0,0.695,2014
Mario Chalmers,MIAMI HEAT,73,49,24,29.8,9.8,66.1,27.4,4.7,4.25,4.03,0.148,0.5,0.1,0.9,0.378,0.5,0.476,2014
Markieff Morris,,81,47,34,26.6,13.8,40.5,26.8,1.2,1.79,0.55,0.34,3.0,6.2,4.3,0.543,0.711,0.751,2014
Marquis Teague,,40,20,20,11.1,2.7,24.0,8.4,2.4,6.08,6.12,0.112,0.2,0.0,0.2,0.75,0.0,0.0,2014
Marreese Speights,GOLDEN STATE WARRIORS,78,47,31,12.4,6.5,17.2,10.5,0.5,1.66,0.51,0.377,1.1,1.0,2.6,0.523,0.568,0.863,2014
Martell Webster,WASHINGTON WIZARDS,77,42,35,27.6,9.8,34.6,25.7,1.0,1.75,0.91,0.282,0.5,0.4,1.0,0.528,0.875,0.922,2014
Marvin Williams,UTAH JAZZ,66,24,42,25.4,9.1,37.5,22.3,1.0,1.56,0.52,0.243,1.6,0.5,2.0,0.282,0.529,0.858,2014
Mason Plumlee,,69,36,33,18.4,7.5,24.9,15.8,0.7,1.77,0.51,0.301,3.6,0.9,5.7,0.272,0.169,0.885,2014
Matt Barnes,LOS ANGELES CLIPPERS,63,45,18,27.5,9.9,39.9,27.8,1.0,1.54,0.46,0.249,1.0,0.4,2.0,0.85,0.56,0.672,2014
Matt Bonner,SAN ANTONIO SPURS,61,43,18,11.3,3.2,18.2,10.4,0.4,1.45,0.43,0.177,0.3,0.1,0.4,0.105,0.0,0.741,2014
Matthew Dellavedova,CLEVELAND CAVALIERS,72,29,43,17.7,4.7,30.8,17.3,1.8,3.42,3.14,0.153,0.2,0.1,0.4,0.235,0.0,0.857,2014
Maurice Harkless,ORLANDO MAGIC,80,22,58,24.4,7.4,25.8,17.3,0.9,2.09,1.3,0.287,0.5,0.2,2.2,0.857,0.529,0.874,2014
Melvin Ely,NEW ORLEANS PELICANS,2,2,0,13.6,3.0,14.5,8.0,0.4,1.64,0.34,0.207,2.5,1.0,3.0,0.4,0.0,1.0,2014
Metta World Peace,NEW YORK KNICKS,29,10,19,13.4,4.8,17.7,10.8,0.7,2.36,1.25,0.27,0.8,1.0,1.2,0.227,0.69,0.743,2014
